Rank,Track_id,Streams,Track Name,Artist,URL,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,valence,tempo,time_signature,duration_ms,key,mode,Artist_id,Artist_popularity
163.0,6IRdLKIyS4p7XNiP8r6rsx,159097280,all the good girls go to hell,Billie Eilish,https://open.spotify.com/track/6IRdLKIyS4p7XNiP8r6rsx,0.283,0.726,0.444,0.143,0.177,"-8,922",0.372,0.569,"185,044",4,168840,8,0,6qqNVTkY8uBg9cP3Jd7DAH,98
164.0,4n7jnSxVLd8QioibtTDBDq,158069872,On My Way,Alan Walker,https://open.spotify.com/track/4n7jnSxVLd8QioibtTDBDq,0.0209,0.509,0.689,0.0,0.301,"-4,929",0.102,0.297,"170,087",4,193798,1,0,7vk5e3vY1uw9plTHJAMwjN,89
165.0,6CcJMwBtXByIz4zQLzFkKc,157184058,i love you,Billie Eilish,https://open.spotify.com/track/6CcJMwBtXByIz4zQLzFkKc,0.952,0.421,0.131,0.00453,0.109,"-18,435",0.0382,0.12,"137,446",4,291796,0,1,6qqNVTkY8uBg9cP3Jd7DAH,98
167.0,5IaHrVsrferBYDm0bDyABy,156513581,Taste (feat. Offset),Tyga,https://open.spotify.com/track/5IaHrVsrferBYDm0bDyABy,0.0236,0.884,0.559,0.0,0.101,"-7,442",0.12,0.342,"97,994",4,232959,0,1,5LHRHt1k9lMyONurDHEdrp,92
168.0,2G1tXoGBaEMJ7FKGnkf6ud,156117240,Wake Up in the Sky,Gucci Mane,https://open.spotify.com/track/2G1tXoGBaEMJ7FKGnkf6ud,0.00381,0.8,0.578,0.0,0.367,"-5,144",0.0485,0.367,143.01,4,203161,4,0,13y7CgLHjMVRMDqxdx0Xdo,87
169.0,29fRTIKsJhLUJoldM89GZS,155478693,You Need To Calm Down,Taylor Swift,https://open.spotify.com/track/29fRTIKsJhLUJoldM89GZS,0.00838,0.769,0.678,0.0,0.0596,"-5,604",0.0507,0.706,"85,025",4,171387,2,1,06HL4z0CvFAxyc27GXpf02,95
170.0,6uFn47ACjqYkc0jADwEdj1,154971084,Pop Out (feat. Lil Tjay),Polo G,https://open.spotify.com/track/6uFn47ACjqYkc0jADwEdj1,0.15,0.772,0.639,0.0,0.0698,"-7,119",0.467,0.261,"168,112",4,166560,1,1,6AgTAQt8XS6jRWi4sX7w49,82
171.0,0bYg9bo50gSsH3LtXe2SQn,154471340,All I Want for Christmas Is You,Mariah Carey,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,0.164,0.335,0.625,0.0,0.0708,"-7,462",0.0386,0.346,"150,277",4,241107,7,1,4iHNK0tOyZPYnBU7nGAgpQ,89
172.0,2qT1uLXPVPzGgFOx4jtEuo,154319901,no tears left to cry,Ariana Grande,https://open.spotify.com/track/2qT1uLXPVPzGgFOx4jtEuo,0.04,0.699,0.713,3.11e-06,0.294,"-5,507",0.0594,0.354,"121,993",4,205920,9,0,66CXWjxzNUsdJxJ2JdwvnR,97
173.0,1dGr1c8CrMLDpV6mPbImSI,153857907,Lover,Taylor Swift,https://open.spotify.com/track/1dGr1c8CrMLDpV6mPbImSI,0.492,0.359,0.543,1.58e-05,0.118,"-7,582",0.0919,0.453,"68,534",4,221307,7,1,06HL4z0CvFAxyc27GXpf02,95
174.0,7CZyCXKG6d5ALeq41sLzbw,153232549,Take What You Want (feat. Ozzy Osbourne & Travis Scott),Post Malone,https://open.spotify.com/track/7CZyCXKG6d5ALeq41sLzbw,0.0906,0.499,0.8,0.0,0.147,"-2,665",0.0502,0.272,"139,919",4,229573,1,0,246dkjvS1zLTtiykXe5h60,100
175.0,7fODjB7BrQTGqh0hogW6XD,152569208,Que Mas Pues - Remix,Justin Quiles,https://open.spotify.com/track/7fODjB7BrQTGqh0hogW6XD,0.121,0.648,0.661,2.33e-06,0.12,"-5,027",0.195,0.813,"113,363",5,305962,11,1,77ziqFxp5gaInVrF2lj4ht,95
177.0,6RUKPb4LETWmmr3iAEQktW,152252829,Something Just Like This,The Chainsmokers,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW,0.0498,0.617,0.635,1.44e-05,0.164,"-6,769",0.0317,0.446,"103,019",4,247160,11,0,69GGBxA162lTqCwzJG5jLp,91
178.0,1LIqNVhaIgxXUt2eVoIQJ3,152023549,HP,Maluma,https://open.spotify.com/track/1LIqNVhaIgxXUt2eVoIQJ3,0.252,0.837,0.791,1.14e-06,0.188,"-3,157",0.0773,0.618,91.98,4,184436,4,0,1r4hJ1h58CWwUQe3MxPuau,92
179.0,3XF5xLJHOQQRbWya6hBp7d,148910211,you should see me in a crown,Billie Eilish,https://open.spotify.com/track/3XF5xLJHOQQRbWya6hBp7d,0.462,0.678,0.533,0.219,0.139,"-10,485",0.186,0.323,"150,455",4,180953,4,1,6qqNVTkY8uBg9cP3Jd7DAH,98
180.0,322tcqPhma7F6hfCeLisx0,146033660,"fuck, i'm lonely (with Anne-Marie) - from â€œ13 Reasons Why: Season 3â€",Lauv,https://open.spotify.com/track/322tcqPhma7F6hfCeLisx0,0.482,0.806,0.558,0.0,0.0618,-6.46,0.0683,0.678,"95,016",4,198973,9,1,5JZ7CnR6gTvEMKX4g70Amv,91
181.0,6kls8cSlUyHW2BUOkDJIZE,145347250,Hate Me (with Juice WRLD),Ellie Goulding,https://open.spotify.com/track/6kls8cSlUyHW2BUOkDJIZE,0.108,0.657,0.768,0.0,0.144,"-4,628",0.0507,0.759,"75,025",4,186223,8,1,0X2BH1fck6amBIoJhDVmmJ,87
182.0,6V9fHiv84WlVTg7CSnIVY2,145167518,Graveyard,Halsey,https://open.spotify.com/track/6V9fHiv84WlVTg7CSnIVY2,0.231,0.667,0.583,4.48e-05,0.181,"-5,127",0.0747,0.187,"92,043",4,181806,11,0,26VFTg2z8YR0cCuwLzESi2,92
183.0,7k4t7uLgtOxPwTpFmtJNTY,145149036,Tusa,KAROL G,https://open.spotify.com/track/7k4t7uLgtOxPwTpFmtJNTY,0.295,0.803,0.715,0.000134,0.0574,-3.28,0.298,0.574,"101,085",4,200960,2,1,790FomKkXshlbRYZFtlgla,92
184.0,3oh6SCCeLuXhFpEyepla6G,144487661,Thotiana,Blueface,https://open.spotify.com/track/3oh6SCCeLuXhFpEyepla6G,0.18,0.906,0.382,0.0,0.113,-12.89,0.269,0.391,"104,025",4,129264,10,0,3Fl1V19tmjt57oBdxXKAjJ,81
185.0,6MJUCumnQsQEKbCy28tbCP,144255522,Adictiva,Daddy Yankee,https://open.spotify.com/track/6MJUCumnQsQEKbCy28tbCP,0.291,0.788,0.771,5.62e-05,0.172,"-3,206",0.0563,0.701,"99,038",4,207853,4,0,4VMYDCV2IEDYJArk749S6m,95
186.0,76cy1WJvNGJTj78UqeA5zr,143425447,IDGAF,Dua Lipa,https://open.spotify.com/track/76cy1WJvNGJTj78UqeA5zr,0.0403,0.836,0.544,0.0,0.0824,"-5,975",0.0943,0.51,"97,028",4,217947,7,1,6M2wZ9GZgrQXHCFfjv46we,93
187.0,79esEXlqqmq0GPz0xQSZTV,143302577,Lost In Japan,Shawn Mendes,https://open.spotify.com/track/79esEXlqqmq0GPz0xQSZTV,0.255,0.713,0.738,0.0,0.106,"-6,784",0.374,0.425,"105,027",4,201200,10,1,7n2wHs1TKAczGzO7Dd2rGr,94
190.0,6mAN61JH0dzyZpWslS11jy,142361657,Fantasias,Rauw Alejandro,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy,0.143,0.879,0.703,0.0,0.0569,"-4,219",0.0701,0.788,"94,004",4,199711,1,1,1mcTU81TzQhprhouKaTkpq,89
192.0,3a1lNhkSLSkpJE4MSHpDu9,142006864,Congratulations,Post Malone,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9,0.215,0.63,0.804,0.0,0.253,"-4,183",0.0363,0.492,"123,146",4,220293,6,1,246dkjvS1zLTtiykXe5h60,100
193.0,2G7V7zsVDxg1yRsu7Ew9RJ,140455238,In My Feelings,Drake,https://open.spotify.com/track/2G7V7zsVDxg1yRsu7Ew9RJ,0.0589,0.835,0.626,6.00E-05,0.396,"-5,833",0.125,0.35,91.03,4,217925,1,1,3TVXtAsR1Inumwj472S9r4,99
194.0,0PG9fbaaHFHfre2gUVo7AN,140443870,Please Me,Cardi B,https://open.spotify.com/track/0PG9fbaaHFHfre2gUVo7AN,0.0642,0.747,0.57,0.0,0.0832,"-6,711",0.081,0.65,"133,992",4,200890,1,1,4kYSro6naA4h99UJvo89HB,92
196.0,1kK6DwzyXJSp58u5HYWwuD,140127272,"Go Loko (feat. Tyga, Jon Z)",YG,https://open.spotify.com/track/1kK6DwzyXJSp58u5HYWwuD,0.325,0.88,0.67,4.17e-06,0.0662,"-5,177",0.0468,0.131,"101,008",4,299227,2,1,0A0FS04o6zMoto8OKPsDwY,86
198.0,4MsUsFfWseB9M2plGJyuIw,137764356,ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,https://open.spotify.com/track/4MsUsFfWseB9M2plGJyuIw,0.0291,0.614,0.839,0.0,0.112,"-4,143",0.0702,0.657,"182,123",4,193040,0,1,06HL4z0CvFAxyc27GXpf02,95
199.0,7njKgVl3AnLflRad38o7AG,137375321,Paradise,Bazzi,https://open.spotify.com/track/7njKgVl3AnLflRad38o7AG,0.0828,0.844,0.644,0.0,0.113,"-6,273",0.0479,0.591,"122,061",4,169038,11,0,4GvEc3ANtPPjt1ZJllr5Zl,86
200.0,6gBFPUFcJLzWGx4lenP6h2,137088727,goosebumps,Travis Scott,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2,0.0847,0.841,0.728,0.0,0.149,-3.37,0.0484,0.43,"130,049",4,243837,7,1,0Y5tJX1MQlPlqiwlOH1tJY,98
201.0,05CwHjIk71RXVU40boRMnR,134937512,Call You Mine,The Chainsmokers,https://open.spotify.com/track/05CwHjIk71RXVU40boRMnR,0.225,0.591,0.702,0.0,0.414,-5.59,0.0289,0.501,"104,003",4,217653,7,1,69GGBxA162lTqCwzJG5jLp,91
202.0,3U4isOIWM3VvDubwSI3y7a,134813252,All of Me,John Legend,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a,0.922,0.422,0.264,0.0,0.132,"-7,064",0.0322,0.331,119.93,4,269560,8,1,5y2Xq6xcjJb2jVM54GHK3t,85
203.0,3yNZ5r3LKfdmjoS3gkhUCT,134561463,bad guy (with Justin Bieber),Billie Eilish,https://open.spotify.com/track/3yNZ5r3LKfdmjoS3gkhUCT,0.252,0.67,0.453,0.33,0.117,"-11,265",0.295,0.68,"135,055",4,194840,0,1,6qqNVTkY8uBg9cP3Jd7DAH,98
204.0,2FY7b99s15jUprqC0M5NCT,133932624,Natural,Imagine Dragons,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,0.217,0.704,0.611,0.0,0.0812,"-6,112",0.0409,0.22,100.0,4,189467,2,1,53XhwfbYqKCa1cC15pYq2q,92
205.0,7anSoGdgtmJTAPZBzcPhO6,133360949,Cuaderno,Dalex,https://open.spotify.com/track/7anSoGdgtmJTAPZBzcPhO6,0.524,0.681,0.648,0.0,0.104,"-5,021",0.38,0.687,"172,019",4,286507,1,0,0KPX4Ucy9dk82uj4GpKesn,93
206.0,7Feaw9WAEREY0DUOSXJLOM,133075503,Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,https://open.spotify.com/track/7Feaw9WAEREY0DUOSXJLOM,0.179,0.661,0.723,1.23e-05,0.14,"-6,976",0.0566,0.316,"113,778",4,163805,5,0,60d24wfXkVzDSfLS6hyCjZ,88
207.0,4a6q8CR2hzLk2plDkSxkfD,130923031,I.F.L.Y.,Bazzi,https://open.spotify.com/track/4a6q8CR2hzLk2plDkSxkfD,0.379,0.812,0.519,0.0,0.13,"-4,823",0.0385,0.554,"104,954",4,165714,2,1,4GvEc3ANtPPjt1ZJllr5Zl,86
208.0,1WSGTYKLEpKfNQYYW5Oymt,129020612,"I Can't Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",benny blanco,https://open.spotify.com/track/1WSGTYKLEpKfNQYYW5Oymt,0.404,0.541,0.468,3.65e-06,0.358,"-4,039",0.362,0.69,"95,266",4,158027,10,0,5CiGnKThu5ctn9pBxv7DGa,83
209.0,3id2EVGKc3eFAMn9nFnB0r,128371806,Love Someone,Lukas Graham,https://open.spotify.com/track/3id2EVGKc3eFAMn9nFnB0r,0.172,0.538,0.409,0.0,0.11,"-6,581",0.0505,0.265,"171,838",4,205440,9,0,25u4wHJWxCA9vO0CzxAbK7,79
210.0,5KbBGUpIZd6gVFUU8tqYiQ,127896512,Si Se Da,Myke Towers,https://open.spotify.com/track/5KbBGUpIZd6gVFUU8tqYiQ,0.374,0.83,0.71,0.0,0.0877,"-5,523",0.326,0.703,"93,977",4,237013,11,0,7iK8PXO48WeuP03g8YR51W,91
212.0,3XiNC94b4Tq1xwv70sQJGN,127569510,Sanguine Paradise,Lil Uzi Vert,https://open.spotify.com/track/3XiNC94b4Tq1xwv70sQJGN,0.0948,0.729,0.603,0.0,0.113,"-6,736",0.0666,0.207,"134,972",4,243976,6,0,4O15NlyKLIASxsJ0PrXPfz,92
213.0,4TnjEaWOeW0eKTKIEvJyCa,127484851,Falling,Trevor Daniel,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,0.123,0.784,0.43,0.0,0.0887,"-8,756",0.0364,0.236,"127,087",4,159382,10,0,7uaIm6Pw7xplS8Dy06V6pT,87
214.0,51NFxnQvaosfDDutk0tams,125588211,bellyache,Billie Eilish,https://open.spotify.com/track/51NFxnQvaosfDDutk0tams,0.46,0.695,0.573,0.0734,0.482,"-8,597",0.106,0.408,"99,939",4,179172,4,0,6qqNVTkY8uBg9cP3Jd7DAH,98
215.0,0YammaEkYSeo9vQYZ1OwS6,124602073,Say My Name,David Guetta,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,0.137,0.703,0.66,0.0,0.192,"-5,119",0.123,0.79,"95,031",4,198947,10,0,1Cs0zKBU1kc0i8ypK3B9ai,90
